Sample1	Sample2	Jaccard	Pearson	Spearman	Cosine_diffshRNA
TAK004_U2OS_96H:TRCN0000121068:1	TAK004_U2OS_96H:TRCN0000121202:1	0.4172	-0.1654	-0.232	-0.1635
TAK004_U2OS_96H:TRCN0000121068:1	TAK004_U2OS_96H:TRCN0000121071:1	0.5869	0.1472	0.193	0.149
TAK004_U2OS_96H:TRCN0000121202:1	TAK004_U2OS_96H:TRCN0000121071:1	0.4888	0.0225	-0.0255	0.0238
TAK004_U2OS_96H:TRCN0000195162:1	TAK004_U2OS_96H:TRCN0000262379:1	0.6166	0.2991	0.3198	0.2999
TAK004_U2OS_96H:TRCN0000195162:1	TAK004_U2OS_96H:TRCN0000262373:1	0.5031	0.0441	0.0298	0.0437
TAK004_U2OS_96H:TRCN0000195162:1	TAK004_U2OS_96H:TRCN0000262375:1	0.4693	-0.0035	-0.0657	-0.002
TAK004_U2OS_96H:TRCN0000262379:1	TAK004_U2OS_96H:TRCN0000262373:1	0.5	0.0051	-0.0137	0.0049
TAK004_U2OS_96H:TRCN0000262379:1	TAK004_U2OS_96H:TRCN0000262375:1	0.5051	0.024	0.0074	0.025
TAK004_U2OS_96H:TRCN0000262373:1	TAK004_U2OS_96H:TRCN0000262375:1	0.498	0.057	0.0288	0.0567
TA.KD009_A549_96H:TRCN0000299397:1	TA.KD009_A549_96H:TRCN0000299477:1	0.5164	0.0796	0.0759	0.0814
TA.KD009_A549_96H:TRCN0000299397:1	TA.KD009_A549_96H:TRCN0000303638:1	0.5583	0.1302	0.1224	0.1308
TA.KD009_A549_96H:TRCN0000299397:1	TA.KD009_A549_96H:TRCN0000117340:1	0.5286	0.0747	0.065	0.0747
TA.KD009_A549_96H:TRCN0000299397:1	TA.KD009_A549_96H:TRCN0000303639:1	0.5501	0.147	0.1427	0.1508
TA.KD009_A549_96H:TRCN0000299477:1	TA.KD009_A549_96H:TRCN0000303638:1	0.498	0.0658	0.0453	0.0663
TA.KD009_A549_96H:TRCN0000299477:1	TA.KD009_A549_96H:TRCN0000117340:1	0.4888	-0.0072	-0.0306	-0.0071
TA.KD009_A549_96H:TRCN0000299477:1	TA.KD009_A549_96H:TRCN0000303639:1	0.498	0.041	0.0094	0.0442
TA.KD009_A549_96H:TRCN0000303638:1	TA.KD009_A549_96H:TRCN0000117340:1	0.5838	0.1073	0.1693	0.1074
TA.KD009_A549_96H:TRCN0000303638:1	TA.KD009_A549_96H:TRCN0000303639:1	0.5194	0.0487	0.0171	0.0497
TA.KD009_A549_96H:TRCN0000117340:1	TA.KD009_A549_96H:TRCN0000303639:1	0.502	0.0113	-0.0048	0.0115
TA.KD010_A549_96H:TRCN0000039880:1	TA.KD010_A549_96H:TRCN0000039881:1	0.4642	0.0067	-0.0278	0.0081
TA.KD010_A549_96H:TRCN0000039880:1	TA.KD010_A549_96H:TRCN0000332953:1	0.5225	0.0823	0.0814	0.0844
TA.KD010_A549_96H:TRCN0000039880:1	TA.KD010_A549_96H:TRCN0000382352:1	0.5286	0.095	0.0759	0.0977
TA.KD010_A549_96H:TRCN0000039880:1	TA.KD010_A549_96H:TRCN0000344488:1	0.5092	0.0139	0.0051	0.0154
TA.KD010_A549_96H:TRCN0000039880:1	TA.KD010_A549_96H:TRCN0000195369:1	0.5133	0.1105	0.0896	0.1118
TA.KD010_A549_96H:TRCN0000039880:1	TA.KD010_A549_96H:TRCN0000010343:1	0.5245	0.0397	0.0573	0.0411
TA.KD010_A549_96H:TRCN0000039881:1	TA.KD010_A549_96H:TRCN0000332953:1	0.4744	0.0277	-0.0324	0.0284
TA.KD010_A549_96H:TRCN0000039881:1	TA.KD010_A549_96H:TRCN0000382352:1	0.4397	-0.0364	-0.1147	-0.0354
TA.KD010_A549_96H:TRCN0000039881:1	TA.KD010_A549_96H:TRCN0000344488:1	0.5092	0.01	-0.031	0.0105
TA.KD010_A549_96H:TRCN0000039881:1	TA.KD010_A549_96H:TRCN0000195369:1	0.501	0.099	0.0454	0.0995
TA.KD010_A549_96H:TRCN0000039881:1	TA.KD010_A549_96H:TRCN0000010343:1	0.4836	0.0306	-0.0489	0.0311
TA.KD010_A549_96H:TRCN0000332953:1	TA.KD010_A549_96H:TRCN0000382352:1	0.5051	0.008	-0.0035	0.0094
TA.KD010_A549_96H:TRCN0000332953:1	TA.KD010_A549_96H:TRCN0000344488:1	0.5061	0.1178	0.0761	0.1185
TA.KD010_A549_96H:TRCN0000332953:1	TA.KD010_A549_96H:TRCN0000195369:1	0.5143	0.0511	0.0385	0.0519
TA.KD010_A549_96H:TRCN0000332953:1	TA.KD010_A549_96H:TRCN0000010343:1	0.5235	0.0174	0.0484	0.0182
TA.KD010_A549_96H:TRCN0000382352:1	TA.KD010_A549_96H:TRCN0000344488:1	0.5389	0.0912	0.0869	0.0921
TA.KD010_A549_96H:TRCN0000382352:1	TA.KD010_A549_96H:TRCN0000195369:1	0.5409	0.1292	0.1241	0.1301
TA.KD010_A549_96H:TRCN0000382352:1	TA.KD010_A549_96H:TRCN0000010343:1	0.5297	-0.0116	0.0332	-0.0106
TA.KD010_A549_96H:TRCN0000344488:1	TA.KD010_A549_96H:TRCN0000195369:1	0.5971	0.1597	0.1925	0.1601
TA.KD010_A549_96H:TRCN0000344488:1	TA.KD010_A549_96H:TRCN0000010343:1	0.6125	0.2371	0.2627	0.2375
TA.KD010_A549_96H:TRCN0000195369:1	TA.KD010_A549_96H:TRCN0000010343:1	0.5266	0.065	0.0678	0.0655
EKW001_PC3_120H:TRCN0000040076:2	EKW001_PC3_120H:TRCN0000018365:2	0.5378	0.1741	0.1251	0.175
EKW001_PC3_120H:TRCN0000040076:2	EKW001_PC3_120H:TRCN0000010475:2	0.545	0.1626	0.1225	0.1634
EKW001_PC3_120H:TRCN0000040076:2	CGS001_PC3_144H:EZH2:2	0.4867	0.0066	-0.0267	0.0054
EKW001_PC3_120H:TRCN0000018365:2	EKW001_PC3_120H:TRCN0000010475:2	0.5143	0.112	0.0437	0.1149
EKW001_PC3_120H:TRCN0000018365:2	CGS001_PC3_144H:EZH2:2	0.4969	0.0173	0.0144	0.0134
EKW001_PC3_120H:TRCN0000010475:2	CGS001_PC3_144H:EZH2:2	0.4785	-0.0376	-0.0692	-0.0404
EKW001_SHSY5Y_120H:TRCN0000018365:2	EKW001_SHSY5Y_120H:TRCN0000010475:2	0.3753	-0.137	-0.2474	-0.1372
EKW001_SHSY5Y_120H:TRCN0000018365:2	EKW001_SHSY5Y_120H:TRCN0000040076:2	0.5031	0.0203	-0.0047	0.0198
EKW001_SHSY5Y_120H:TRCN0000010475:2	EKW001_SHSY5Y_120H:TRCN0000040076:2	0.4867	-0.0254	-0.045	-0.0253
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000167625:1	0.5675	0.1864	0.1875	0.1913
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000172721:1	0.5194	0.0672	0.0358	0.0721
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000415598:1	0.4417	-0.0875	-0.1302	-0.0832
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000168730:1	0.4509	-0.0043	-0.0816	-0.0021
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000420475:1	0.4632	0.0352	-0.0408	0.0367
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000422103:1	0.5419	0.1017	0.1003	0.1073
TA.KD009_A549_96H:TRCN0000168839:1	TA.KD009_A549_96H:TRCN0000168698:1	0.4775	0.0012	-0.0541	0.0038
TA.KD009_A549_96H:TRCN0000167625:1	TA.KD009_A549_96H:TRCN0000172721:1	0.4571	-0.1191	-0.1553	-0.1133
TA.KD009_A549_96H:TRCN0000167625:1	TA.KD009_A549_96H:TRCN0000415598:1	0.4959	0.0074	-0.0169	0.0113
TA.KD009_A549_96H:TRCN0000167625:1	TA.KD009_A549_96H:TRCN0000168730:1	0.4693	-0.0307	-0.0731	-0.0284
TA.KD009_A549_96H:TRCN0000167625:1	TA.KD009_A549_96H:TRCN0000420475:1	0.4632	-0.1102	-0.1304	-0.1083
TA.KD009_A549_96H:TRCN0000167625:1	TA.KD009_A549_96H:TRCN0000422103:1	0.502	0.012	0.0028	0.018
TA.KD009_A549_96H:TRCN0000167625:1	TA.KD009_A549_96H:TRCN0000168698:1	0.4223	-0.0705	-0.1135	-0.0677
TA.KD009_A549_96H:TRCN0000172721:1	TA.KD009_A549_96H:TRCN0000415598:1	0.5767	0.0911	0.1065	0.0942
TA.KD009_A549_96H:TRCN0000172721:1	TA.KD009_A549_96H:TRCN0000168730:1	0.4673	-0.0075	-0.0591	-0.0056
TA.KD009_A549_96H:TRCN0000172721:1	TA.KD009_A549_96H:TRCN0000420475:1	0.4836	0.0447	-0.0235	0.046
TA.KD009_A549_96H:TRCN0000172721:1	TA.KD009_A549_96H:TRCN0000422103:1	0.5215	0.0816	0.0618	0.0866
TA.KD009_A549_96H:TRCN0000172721:1	TA.KD009_A549_96H:TRCN0000168698:1	0.4448	-0.0442	-0.1081	-0.0418
TA.KD009_A549_96H:TRCN0000415598:1	TA.KD009_A549_96H:TRCN0000168730:1	0.5327	0.0618	0.0586	0.0631
TA.KD009_A549_96H:TRCN0000415598:1	TA.KD009_A549_96H:TRCN0000420475:1	0.5225	0.1404	0.1122	0.1412
TA.KD009_A549_96H:TRCN0000415598:1	TA.KD009_A549_96H:TRCN0000422103:1	0.5215	0.034	0.0361	0.0378
TA.KD009_A549_96H:TRCN0000415598:1	TA.KD009_A549_96H:TRCN0000168698:1	0.5061	0.1032	0.0568	0.1047
TA.KD009_A549_96H:TRCN0000168730:1	TA.KD009_A549_96H:TRCN0000420475:1	0.6401	0.3224	0.358	0.3228
TA.KD009_A549_96H:TRCN0000168730:1	TA.KD009_A549_96H:TRCN0000422103:1	0.4673	-0.0219	-0.069	-0.0196
TA.KD009_A549_96H:TRCN0000168730:1	TA.KD009_A549_96H:TRCN0000168698:1	0.5951	0.2167	0.221	0.2174
TA.KD009_A549_96H:TRCN0000420475:1	TA.KD009_A549_96H:TRCN0000422103:1	0.5266	0.111	0.0624	0.1123
TA.KD009_A549_96H:TRCN0000420475:1	TA.KD009_A549_96H:TRCN0000168698:1	0.5624	0.2546	0.2118	0.255
TA.KD009_A549_96H:TRCN0000422103:1	TA.KD009_A549_96H:TRCN0000168698:1	0.4755	0.0674	0.0099	0.0698
EKW001_PC3_120H:TRCN0000118340:2	EKW001_PC3_120H:TRCN0000118338:2	0.6984	0.5868	0.5622	0.5878
EKW001_PC3_120H:TRCN0000118340:2	EKW001_PC3_120H:TRCN0000118341:2	0.5072	0.0644	0.0267	0.066
EKW001_PC3_120H:TRCN0000118340:2	CGS001_PC3_120H:FBXL4:2	0.8609	0.9136	0.9022	0.9139
EKW001_PC3_120H:TRCN0000118338:2	EKW001_PC3_120H:TRCN0000118341:2	0.5245	0.1093	0.0622	0.1108
EKW001_PC3_120H:TRCN0000118338:2	CGS001_PC3_120H:FBXL4:2	0.8292	0.8604	0.8379	0.8608
EKW001_PC3_120H:TRCN0000118341:2	CGS001_PC3_120H:FBXL4:2	0.5256	0.1635	0.1121	0.1651
EKW001_SHSY5Y_120H:TRCN0000118338:2	EKW001_SHSY5Y_120H:TRCN0000118341:2	0.4213	-0.0966	-0.1716	-0.0966
EKW001_SHSY5Y_120H:TRCN0000118338:2	EKW001_SHSY5Y_120H:TRCN0000118340:2	0.682	0.4981	0.4991	0.4982
EKW001_SHSY5Y_120H:TRCN0000118341:2	EKW001_SHSY5Y_120H:TRCN0000118340:2	0.4448	-0.1141	-0.148	-0.1141
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000006557:1	0.5143	0.0599	0.0616	0.0643
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000235424:1	0.5808	0.1866	0.2089	0.1922
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000355642:1	0.4305	-0.1295	-0.1645	-0.127
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000355639:1	0.5245	0.0597	0.066	0.0616
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000368359:1	0.5491	0.1294	0.1425	0.1329
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000006556:1	0.5726	0.2042	0.2122	0.2073
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000355640:1	0.4632	-0.0523	-0.118	-0.0469
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000355643:1	0.4601	0.0078	-0.0401	0.0088
TA.KD009_A549_96H:TRCN0000006558:1	TA.KD009_A549_96H:TRCN0000235423:1	0.5102	0.0303	0.0212	0.0336
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000235424:1	0.4928	0.0176	0.006	0.0242
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000355642:1	0.4683	-0.0171	-0.0817	-0.0149
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000355639:1	0.4397	-0.0857	-0.1321	-0.0836
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000368359:1	0.4581	-0.0273	-0.0673	-0.0233
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000006556:1	0.4734	-0.044	-0.063	-0.0401
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000355640:1	0.5051	0.0482	0.05	0.0529
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000355643:1	0.4407	-0.0416	-0.0954	-0.0405
TA.KD009_A549_96H:TRCN0000006557:1	TA.KD009_A549_96H:TRCN0000235423:1	0.4356	-0.0896	-0.1542	-0.086
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000355642:1	0.4254	-0.0479	-0.1471	-0.0446
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000355639:1	0.5061	0.0339	0.0418	0.0366
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000368359:1	0.5562	0.1293	0.1585	0.1342
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000006556:1	0.5562	0.1946	0.2055	0.1988
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000355640:1	0.5245	0.0997	0.1008	0.1062
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000355643:1	0.4734	0.0158	-0.0272	0.0172
TA.KD009_A549_96H:TRCN0000235424:1	TA.KD009_A549_96H:TRCN0000235423:1	0.501	0.045	0.041	0.0495
TA.KD009_A549_96H:TRCN0000355642:1	TA.KD009_A549_96H:TRCN0000355639:1	0.4785	-0.0523	-0.0654	-0.0513
TA.KD009_A549_96H:TRCN0000355642:1	TA.KD009_A549_96H:TRCN0000368359:1	0.456	-0.0898	-0.1177	-0.0878
TA.KD009_A549_96H:TRCN0000355642:1	TA.KD009_A549_96H:TRCN0000006556:1	0.4755	0.067	0.0188	0.0686
TA.KD009_A549_96H:TRCN0000355642:1	TA.KD009_A549_96H:TRCN0000355640:1	0.5521	0.0866	0.109	0.0886
TA.KD009_A549_96H:TRCN0000355642:1	TA.KD009_A549_96H:TRCN0000355643:1	0.5593	0.1627	0.1771	0.1631
TA.KD009_A549_96H:TRCN0000355642:1	TA.KD009_A549_96H:TRCN0000235423:1	0.5399	0.0842	0.0786	0.0856
TA.KD009_A549_96H:TRCN0000355639:1	TA.KD009_A549_96H:TRCN0000368359:1	0.499	0.0694	0.0345	0.0709
TA.KD009_A549_96H:TRCN0000355639:1	TA.KD009_A549_96H:TRCN0000006556:1	0.5573	0.1255	0.1386	0.1268
TA.KD009_A549_96H:TRCN0000355639:1	TA.KD009_A549_96H:TRCN0000355640:1	0.4703	-0.0557	-0.0907	-0.0534
TA.KD009_A549_96H:TRCN0000355639:1	TA.KD009_A549_96H:TRCN0000355643:1	0.5552	0.2249	0.1992	0.2252
TA.KD009_A549_96H:TRCN0000355639:1	TA.KD009_A549_96H:TRCN0000235423:1	0.5174	0.1148	0.0927	0.116
TA.KD009_A549_96H:TRCN0000368359:1	TA.KD009_A549_96H:TRCN0000006556:1	0.6033	0.1786	0.2466	0.1812
TA.KD009_A549_96H:TRCN0000368359:1	TA.KD009_A549_96H:TRCN0000355640:1	0.4509	-0.0569	-0.1228	-0.0524
TA.KD009_A549_96H:TRCN0000368359:1	TA.KD009_A549_96H:TRCN0000355643:1	0.5348	0.2283	0.1724	0.2288
TA.KD009_A549_96H:TRCN0000368359:1	TA.KD009_A549_96H:TRCN0000235423:1	0.5583	0.1816	0.1657	0.1838
TA.KD009_A549_96H:TRCN0000006556:1	TA.KD009_A549_96H:TRCN0000355640:1	0.4509	-0.0725	-0.1152	-0.0682
TA.KD009_A549_96H:TRCN0000006556:1	TA.KD009_A549_96H:TRCN0000355643:1	0.4908	0.0799	0.0574	0.0805
TA.KD009_A549_96H:TRCN0000006556:1	TA.KD009_A549_96H:TRCN0000235423:1	0.5798	0.2382	0.2607	0.2402
TA.KD009_A549_96H:TRCN0000355640:1	TA.KD009_A549_96H:TRCN0000355643:1	0.502	-0.0001	-0.0005	0.001
TA.KD009_A549_96H:TRCN0000355640:1	TA.KD009_A549_96H:TRCN0000235423:1	0.4888	0.0423	0.0039	0.0457
TA.KD009_A549_96H:TRCN0000355643:1	TA.KD009_A549_96H:TRCN0000235423:1	0.5654	0.1315	0.1135	0.132
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000425405:1	0.5746	0.2082	0.2088	0.2097
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000029592:1	0.4949	0.0529	0.0437	0.0566
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000429749:1	0.4826	-0.0659	-0.0781	-0.0649
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000422703:1	0.4642	-0.0472	-0.0825	-0.0464
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000029590:1	0.4898	0.0819	0.0416	0.0832
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000029589:1	0.5675	0.221	0.1987	0.2217
TA.KD009_A549_96H:TRCN0000029591:1	TA.KD009_A549_96H:TRCN0000029593:1	0.5501	0.2409	0.179	0.2416
TA.KD009_A549_96H:TRCN0000425405:1	TA.KD009_A549_96H:TRCN0000029592:1	0.5051	0.0691	0.0606	0.0734
TA.KD009_A549_96H:TRCN0000425405:1	TA.KD009_A549_96H:TRCN0000429749:1	0.4949	-0.002	-0.0224	-0.0009
TA.KD009_A549_96H:TRCN0000425405:1	TA.KD009_A549_96H:TRCN0000422703:1	0.5215	0.1198	0.0863	0.1205
TA.KD009_A549_96H:TRCN0000425405:1	TA.KD009_A549_96H:TRCN0000029590:1	0.545	0.1286	0.1423	0.1301
TA.KD009_A549_96H:TRCN0000425405:1	TA.KD009_A549_96H:TRCN0000029589:1	0.5368	0.1077	0.0969	0.1087
TA.KD009_A549_96H:TRCN0000425405:1	TA.KD009_A549_96H:TRCN0000029593:1	0.5358	0.1247	0.1166	0.1256
TA.KD009_A549_96H:TRCN0000029592:1	TA.KD009_A549_96H:TRCN0000429749:1	0.4397	-0.1182	-0.1582	-0.1153
TA.KD009_A549_96H:TRCN0000029592:1	TA.KD009_A549_96H:TRCN0000422703:1	0.4642	-0.039	-0.091	-0.0368
TA.KD009_A549_96H:TRCN0000029592:1	TA.KD009_A549_96H:TRCN0000029590:1	0.4939	-0.0015	-0.0105	0.0022
TA.KD009_A549_96H:TRCN0000029592:1	TA.KD009_A549_96H:TRCN0000029589:1	0.455	-0.0078	-0.0606	-0.0055
TA.KD009_A549_96H:TRCN0000029592:1	TA.KD009_A549_96H:TRCN0000029593:1	0.4826	0.0018	-0.0003	0.0042
TA.KD009_A549_96H:TRCN0000429749:1	TA.KD009_A549_96H:TRCN0000422703:1	0.5174	0.074	0.0491	0.0744
TA.KD009_A549_96H:TRCN0000429749:1	TA.KD009_A549_96H:TRCN0000029590:1	0.4407	-0.0389	-0.1169	-0.0381
TA.KD009_A549_96H:TRCN0000429749:1	TA.KD009_A549_96H:TRCN0000029589:1	0.4652	0.0111	-0.0331	0.0116
TA.KD009_A549_96H:TRCN0000429749:1	TA.KD009_A549_96H:TRCN0000029593:1	0.4826	0.0862	-0.0043	0.0867
TA.KD009_A549_96H:TRCN0000422703:1	TA.KD009_A549_96H:TRCN0000029590:1	0.6063	0.2828	0.3107	0.2833
TA.KD009_A549_96H:TRCN0000422703:1	TA.KD009_A549_96H:TRCN0000029589:1	0.6063	0.2494	0.2949	0.2497
TA.KD009_A549_96H:TRCN0000422703:1	TA.KD009_A549_96H:TRCN0000029593:1	0.5828	0.2905	0.3135	0.2908
TA.KD009_A549_96H:TRCN0000029590:1	TA.KD009_A549_96H:TRCN0000029589:1	0.6115	0.2937	0.3047	0.2942
TA.KD009_A549_96H:TRCN0000029590:1	TA.KD009_A549_96H:TRCN0000029593:1	0.6104	0.2667	0.2929	0.2673
TA.KD009_A549_96H:TRCN0000029589:1	TA.KD009_A549_96H:TRCN0000029593:1	0.6022	0.2295	0.2382	0.2299
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000195570:1	0.5102	0.045	0.0641	0.0506
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000000372:1	0.5378	0.0936	0.1112	0.0983
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000430673:1	0.4939	0.0515	0.0187	0.0547
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000196809:1	0.5337	0.0926	0.0864	0.0957
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000428445:1	0.4744	0.038	-0.0638	0.0416
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000000371:1	0.5194	0.0997	0.081	0.1009
TA.KD009_A549_96H:TRCN0000422562:1	TA.KD009_A549_96H:TRCN0000000374:1	0.5787	0.1881	0.1976	0.1911
TA.KD009_A549_96H:TRCN0000195570:1	TA.KD009_A549_96H:TRCN0000000372:1	0.4857	-0.0093	-0.0225	-0.0027
TA.KD009_A549_96H:TRCN0000195570:1	TA.KD009_A549_96H:TRCN0000430673:1	0.454	-0.0857	-0.1369	-0.0811
TA.KD009_A549_96H:TRCN0000195570:1	TA.KD009_A549_96H:TRCN0000196809:1	0.5	0.1214	0.059	0.1251
TA.KD009_A549_96H:TRCN0000195570:1	TA.KD009_A549_96H:TRCN0000428445:1	0.5491	0.1196	0.1115	0.1237
TA.KD009_A549_96H:TRCN0000195570:1	TA.KD009_A549_96H:TRCN0000000371:1	0.4325	-0.1254	-0.1824	-0.123
TA.KD009_A549_96H:TRCN0000195570:1	TA.KD009_A549_96H:TRCN0000000374:1	0.5164	0.0656	0.0526	0.0699
TA.KD009_A549_96H:TRCN0000000372:1	TA.KD009_A549_96H:TRCN0000430673:1	0.4611	-0.0144	-0.095	-0.0106
TA.KD009_A549_96H:TRCN0000000372:1	TA.KD009_A549_96H:TRCN0000196809:1	0.5542	0.1397	0.1292	0.143
TA.KD009_A549_96H:TRCN0000000372:1	TA.KD009_A549_96H:TRCN0000428445:1	0.4356	-0.0499	-0.1247	-0.0455
TA.KD009_A549_96H:TRCN0000000372:1	TA.KD009_A549_96H:TRCN0000000371:1	0.5542	0.1445	0.1341	0.1457
TA.KD009_A549_96H:TRCN0000000372:1	TA.KD009_A549_96H:TRCN0000000374:1	0.5235	0.134	0.0791	0.1375
TA.KD009_A549_96H:TRCN0000430673:1	TA.KD009_A549_96H:TRCN0000196809:1	0.5266	0.0732	0.0706	0.0755
TA.KD009_A549_96H:TRCN0000430673:1	TA.KD009_A549_96H:TRCN0000428445:1	0.4959	-0.0137	-0.0141	-0.011
TA.KD009_A549_96H:TRCN0000430673:1	TA.KD009_A549_96H:TRCN0000000371:1	0.5	0.0489	-0.0057	0.0499
TA.KD009_A549_96H:TRCN0000430673:1	TA.KD009_A549_96H:TRCN0000000374:1	0.5511	0.1229	0.1298	0.1252
TA.KD009_A549_96H:TRCN0000196809:1	TA.KD009_A549_96H:TRCN0000428445:1	0.456	0.0264	-0.0703	0.0291
TA.KD009_A549_96H:TRCN0000196809:1	TA.KD009_A549_96H:TRCN0000000371:1	0.4908	-0.0035	-0.0357	-0.0024
TA.KD009_A549_96H:TRCN0000196809:1	TA.KD009_A549_96H:TRCN0000000374:1	0.6544	0.3939	0.4222	0.3956
TA.KD009_A549_96H:TRCN0000428445:1	TA.KD009_A549_96H:TRCN0000000371:1	0.5072	0.0773	0.0293	0.0784
TA.KD009_A549_96H:TRCN0000428445:1	TA.KD009_A549_96H:TRCN0000000374:1	0.4785	0.0139	-0.0384	0.0168
TA.KD009_A549_96H:TRCN0000000371:1	TA.KD009_A549_96H:TRCN0000000374:1	0.4928	0.0099	-0.0271	0.0111
EKW001_PC3_120H:TRCN0000059758:2	EKW001_PC3_120H:TRCN0000298271:2	0.5215	0.1072	0.0597	0.1115
EKW001_PC3_120H:TRCN0000059758:2	EKW001_PC3_120H:TRCN0000059760:2	0.4775	-0.0222	-0.0522	-0.0197
EKW001_PC3_120H:TRCN0000298271:2	EKW001_PC3_120H:TRCN0000059760:2	0.5348	0.1127	0.0935	0.1143
EKW001_SHSY5Y_120H:TRCN0000059758:2	EKW001_SHSY5Y_120H:TRCN0000059760:2	0.4192	-0.112	-0.1888	-0.1123
EKW001_SHSY5Y_120H:TRCN0000059758:2	EKW001_SHSY5Y_120H:TRCN0000298271:2	0.453	-0.0386	-0.0804	-0.0391
EKW001_SHSY5Y_120H:TRCN0000059760:2	EKW001_SHSY5Y_120H:TRCN0000298271:2	0.5348	0.0743	0.0978	0.0744
EKW001_PC3_120H:TRCN0000039824:2	EKW001_PC3_120H:TRCN0000010450:2	0.5409	0.1673	0.1403	0.1675
EKW001_PC3_120H:TRCN0000039824:2	EKW001_PC3_120H:TRCN0000288705:2	0.5102	0.0844	0.0611	0.0848
EKW001_PC3_120H:TRCN0000039824:2	CGS001_PC3_120H:FUS:2	0.6728	0.5548	0.5192	0.5549
EKW001_PC3_120H:TRCN0000010450:2	EKW001_PC3_120H:TRCN0000288705:2	0.6012	0.2365	0.2492	0.2367
EKW001_PC3_120H:TRCN0000010450:2	CGS001_PC3_120H:FUS:2	0.7904	0.786	0.7654	0.786
EKW001_PC3_120H:TRCN0000288705:2	CGS001_PC3_120H:FUS:2	0.7229	0.6371	0.6015	0.6374
EKW001_SHSY5Y_120H:TRCN0000010450:2	EKW001_SHSY5Y_120H:TRCN0000288705:2	0.6442	0.3623	0.4117	0.3622
EKW001_SHSY5Y_120H:TRCN0000010450:2	EKW001_SHSY5Y_120H:TRCN0000039824:2	0.4509	0.0314	-0.0691	0.0301
EKW001_SHSY5Y_120H:TRCN0000288705:2	EKW001_SHSY5Y_120H:TRCN0000039824:2	0.4223	-0.1249	-0.1741	-0.1246
TAK004_U2OS_96H:TRCN0000195274:1	TAK004_U2OS_96H:TRCN0000006169:1	0.6268	0.1978	0.2485	0.1982
