Sample1	Sample2	dose1uM-100uM_time24
PBIOA008_XC.R10_24H:I18	PBIOA008_XC.R10_24H:I17	0.6604
PBIOA008_XC.R10_24H:I18	PBIOA008_XC.R10_24H:I16	0.3666
PBIOA008_XC.R10_24H:I17	PBIOA008_XC.R10_24H:I16	0.5859
KTOX002_HPTEC_24H:BRD-A40177530:31.6	KTOX002_HPTEC_24H:BRD-A40177530:100	0.392
KTOX002_HPTEC_24H:BRD-A40177530:31.6	KTOX002_HPTEC_24H:BRD-A40177530:10	0.3268
KTOX002_HPTEC_24H:BRD-A40177530:100	KTOX002_HPTEC_24H:BRD-A40177530:10	0.0568
CVD001_HEPG2_24H:BRD-A41649729-001-01-0:10	CVD001_HEPG2_24H:BRD-A41649729-001-01-0:2.5	0.3398
CVD001_HUH7_24H:BRD-A41649729-001-01-0:10	CVD001_HUH7_24H:BRD-A41649729-001-01-0:2.5	0.4415
REP.A007_HA1E_24H:B08	REP.A007_HA1E_24H:B07	0.4168
MOAR002_PC3_24H:K02	MOAR002_PC3_24H:K01	0.459
POL001_HEPG2_24H:H14	POL001_HEPG2_24H:H13	0.8254
POL001_HT29_24H:H15	POL001_HT29_24H:H13	0.6981
POL001_JURKAT_24H:H15	POL001_JURKAT_24H:H14	0.8561
POL001_PC3_24H:H15	POL001_PC3_24H:H13	0.8533
PBIOA008_XC.L10_24H:I08	PBIOA008_XC.L10_24H:I07	0.8305
PBIOA008_XC.R10_24H:I09	PBIOA008_XC.R10_24H:I08	0.8464
HOG001_A549_24H:BRD-A45889380-300-04-8:10	HOG001_A549_24H:BRD-A45889380-300-04-8:3.33	0.569
REP.A020_HT29_24H:L02	REP.A020_HT29_24H:L01	0.3318
HOG001_MCF7_24H:BRD-A45889380-300-04-8:10	HOG001_MCF7_24H:BRD-A45889380-300-04-8:3.33	0.1438
KTOX002_HPTEC_24H:BRD-A46684810:100	KTOX002_HPTEC_24H:BRD-A46684810:10	0.7019
KTOX002_HPTEC_24H:BRD-A46684810:100	KTOX002_HPTEC_24H:BRD-A46684810:3.2	0.679
KTOX002_HPTEC_24H:BRD-A46684810:10	KTOX002_HPTEC_24H:BRD-A46684810:3.2	0.7342
REP.A019_A375_24H:I08	REP.A019_A375_24H:I07	0.8883
REP.A019_A375_24H:I08	REP.A019_A375_24H:I09	0.7512
REP.A019_A375_24H:I07	REP.A019_A375_24H:I09	0.6666
ASG002_A549_24H:M14	ASG002_A549_24H:M13	0.4027
ASG003_A549_24H:N04	ASG003_A549_24H:N05	0.6241
REP.A019_HA1E_24H:I08	REP.A019_HA1E_24H:I07	0.8018
REP.A019_HA1E_24H:I08	REP.A019_HA1E_24H:I09	0.7697
REP.A019_HA1E_24H:I07	REP.A019_HA1E_24H:I09	0.6254
REP.A019_HT29_24H:I07	REP.A019_HT29_24H:I08	0.6701
ASG002_MCF7_24H:M13	ASG002_MCF7_24H:M14	0.5177
ASG003_MCF7_24H:N05	ASG003_MCF7_24H:N04	0.591
REP.A019_MCF7_24H:I07	REP.A019_MCF7_24H:I08	0.6706
REP.A019_PC3_24H:I07	REP.A019_PC3_24H:I09	0.3718
ASG003_U2OS_24H:N05	ASG003_U2OS_24H:N04	0.5647
ASG003_XC.L10_24H:N05	ASG003_XC.L10_24H:N04	0.6577
ASG003_XC.P026_24H:N05	ASG003_XC.P026_24H:N04	0.6411
ASG003_XC.P031_24H:N04	ASG003_XC.P031_24H:N05	0.5079
ASG003_XC.P033_24H:N05	ASG003_XC.P033_24H:N04	0.641
ASG003_XC.P091_24H:N04	ASG003_XC.P091_24H:N05	0.5946
ASG003_XC.P901_24H:N04	ASG003_XC.P901_24H:N05	0.5444
ASG003_XC.P904_24H:N04	ASG003_XC.P904_24H:N05	0.654
ASG003_XC.P905_24H:N05	ASG003_XC.P905_24H:N04	0.582
ASG003_XC.P906_24H:N04	ASG003_XC.P906_24H:N05	0.6113
ASG003_XC.P911_24H:N05	ASG003_XC.P911_24H:N04	0.6062
ASG003_XC.P914_24H:N05	ASG003_XC.P914_24H:N04	0.5719
ASG003_XC.P930_24H:N05	ASG003_XC.P930_24H:N04	0.6566
ASG003_XC.P932_24H:N04	ASG003_XC.P932_24H:N05	0.6143
ASG003_XC.P935_24H:N05	ASG003_XC.P935_24H:N04	0.5323
KTOX002_HPTEC_24H:BRD-A48430263:100	KTOX002_HPTEC_24H:BRD-A48430263:10	0.3281
KTOX002_HPTEC_24H:BRD-A48430263:100	KTOX002_HPTEC_24H:BRD-A48430263:31.62	0.5036
KTOX002_HPTEC_24H:BRD-A48430263:10	KTOX002_HPTEC_24H:BRD-A48430263:31.62	0.3846
REP.A017_PC3_24H:D13	REP.A017_PC3_24H:D14	0.7666
REP.A019_HA1E_24H:J20	REP.A019_HA1E_24H:J19	0.3449
CVD001_HEPG2_24H:BRD-A49680073-001-01-9:10	CVD001_HEPG2_24H:BRD-A49680073-001-01-9:2.5	0.731
CVD001_HUH7_24H:BRD-A49680073-001-01-9:10	CVD001_HUH7_24H:BRD-A49680073-001-01-9:2.5	0.4201
CVD001_PHH_24H:BRD-A49680073-001-01-9:2.5	CVD001_PHH_24H:BRD-A49680073-001-01-9:10	0.5438
KTOX002_HPTEC_24H:BRD-A50590638:1	KTOX002_HPTEC_24H:BRD-A50590638:3.16	0.4023
KTOX002_HPTEC_24H:BRD-A50590638:1	KTOX002_HPTEC_24H:BRD-A50590638:31.62	0.0327
KTOX002_HPTEC_24H:BRD-A50590638:3.16	KTOX002_HPTEC_24H:BRD-A50590638:31.62	0.0587
LJP008_NPC_24H:O13	LJP008_NPC_24H:O14	0.7478
LJP008_NPC.CAS9_24H:O13	LJP008_NPC.CAS9_24H:O14	0.7345
LJP008_NPC.TAK_24H:O13	LJP008_NPC.TAK_24H:O14	0.7645
MOAR004_PC3_24H:P23	MOAR004_PC3_24H:P22	0.2559
PCLB003_A549_24H:BRD-A52530684-003-01-7:3.33	PCLB003_A549_24H:BRD-A52530684-003-01-7:10	0.3843
PCLB003_HCC515_24H:BRD-A52530684-003-01-7:3.33	PCLB003_HCC515_24H:BRD-A52530684-003-01-7:10	0.3853
PCLB003_HEPG2_24H:BRD-A52530684-003-01-7:3.33	PCLB003_HEPG2_24H:BRD-A52530684-003-01-7:10	0.2531
PCLB003_HT29_24H:BRD-A52530684-003-01-7:10	PCLB003_HT29_24H:BRD-A52530684-003-01-7:3.33	0.3125
PCLB003_MCF7_24H:BRD-A52530684-003-01-7:10	PCLB003_MCF7_24H:BRD-A52530684-003-01-7:3.33	0.4117
PCLB003_MCF7_24H:BRD-A52530684-003-01-7:10	PCLB003_MCF7_24H:BRD-A52530684-003-01-7:1.11	0.3262
PCLB003_MCF7_24H:BRD-A52530684-003-01-7:3.33	PCLB003_MCF7_24H:BRD-A52530684-003-01-7:1.11	0.8133
PCLB003_PC3_24H:BRD-A52530684-003-01-7:10	PCLB003_PC3_24H:BRD-A52530684-003-01-7:3.33	0.2724
HOG001_A549_24H:BRD-A52650764-001-01-0:3.33	HOG001_A549_24H:BRD-A52650764-001-01-0:10	0.8378
REP.A016_HELA_24H:E13	REP.A016_HELA_24H:E14	-0.1064
DOSVAL003_HA1E_24H:BRD-A53134341:5	DOSVAL003_HA1E_24H:BRD-A53134341:10	0.5299
DOSVAL003_HCC515_24H:BRD-A53134341:5	DOSVAL003_HCC515_24H:BRD-A53134341:20	0.0786
DOSVAL003_HEPG2_24H:BRD-A53134341:10	DOSVAL003_HEPG2_24H:BRD-A53134341:20	0.1122
DOSVAL003_HT29_24H:BRD-A53134341:5	DOSVAL003_HT29_24H:BRD-A53134341:20	0.2142
KTOX002_HPTEC_24H:BRD-A55424491:10	KTOX002_HPTEC_24H:BRD-A55424491:31.6	0.7484
KTOX002_HPTEC_24H:BRD-A55962179:31.6	KTOX002_HPTEC_24H:BRD-A55962179:100	0.411
MUC.CP008_HA1E_24H:N07	MUC.CP008_HA1E_24H:N08	0.4186
ISO002_HCT116.TP53.HR_24H:N07	ISO002_HCT116.TP53.HR_24H:N08	0.7625
ISO002_HCT116.TP53.M_24H:N08	ISO002_HCT116.TP53.M_24H:N07	0.8007
ISO002_HCT116.WT_24H:N07	ISO002_HCT116.WT_24H:N08	0.7522
REP.A014_HELA_24H:A21	REP.A014_HELA_24H:A19	0.1227
ISO002_MCF10A.BRCA1.HD_24H:N07	ISO002_MCF10A.BRCA1.HD_24H:N08	0.7483
MUC.CP008_P1A82_24H:N07	MUC.CP008_P1A82_24H:N08	0.4532
KTOX002_HPTEC_24H:BRD-A58767537:3.2	KTOX002_HPTEC_24H:BRD-A58767537:31.6	0.1849
KTOX002_HPTEC_24H:BRD-A58767537:3.2	KTOX002_HPTEC_24H:BRD-A58767537:10	0.7296
KTOX002_HPTEC_24H:BRD-A58767537:3.2	KTOX002_HPTEC_24H:BRD-A58767537:1	0.7188
KTOX002_HPTEC_24H:BRD-A58767537:31.6	KTOX002_HPTEC_24H:BRD-A58767537:10	0.334
KTOX002_HPTEC_24H:BRD-A58767537:31.6	KTOX002_HPTEC_24H:BRD-A58767537:1	0.1616
KTOX002_HPTEC_24H:BRD-A58767537:10	KTOX002_HPTEC_24H:BRD-A58767537:1	0.6331
LJP006_HS578T_24H:G19	LJP006_HS578T_24H:G20	0.1628
LJP006_MCF10A_24H:G19	LJP006_MCF10A_24H:G20	0.7153
LJP006_SKBR3_24H:G19	LJP006_SKBR3_24H:G21	0.1755
REP.A014_HA1E_24H:K02	REP.A014_HA1E_24H:K01	0.4568
PCLB002_HCC515_24H:BRD-A58955223:10	PCLB002_HCC515_24H:BRD-A58955223:3.33	0.256
PCLB002_HEPG2_24H:BRD-A58955223:1.11	PCLB002_HEPG2_24H:BRD-A58955223:10	0.3243
PCLB001_A375_24H:M13	PCLB001_A375_24H:M21	0.5608
PCLB001_HT29_24H:A09	PCLB001_HT29_24H:A17	0.7235
PCLB001_MCF7_24H:A10	PCLB001_MCF7_24H:A18	0.317
PCL001_HT29_24H:BRD-A59468452:1.11	PCL001_HT29_24H:BRD-A59468452:10	0.5103
PCL001_HT29_24H:BRD-A59468452:1.11	PCL001_HT29_24H:BRD-A59468452:3.33	0.6581
PCL001_HT29_24H:BRD-A59468452:10	PCL001_HT29_24H:BRD-A59468452:3.33	0.7175
CVD001_HEPG2_24H:BRD-A59728941-001-01-3:2.5	CVD001_HEPG2_24H:BRD-A59728941-001-01-3:10	0.489
CVD001_HUH7_24H:BRD-A59728941-001-01-3:2.5	CVD001_HUH7_24H:BRD-A59728941-001-01-3:10	0.8301
CVD001_PHH_24H:BRD-A59728941-001-01-3:10	CVD001_PHH_24H:BRD-A59728941-001-01-3:2.5	0.7696
LJP005_BT20_24H:P03	LJP005_BT20_24H:P02	0.3644
LJP005_HCC515_24H:P03	LJP005_HCC515_24H:P02	0.5074
LJP001_SKBR3_24H:G02	LJP001_SKBR3_24H:G01	0.4074
DOSVAL003_A549_24H:BRD-A61304759:5	DOSVAL003_A549_24H:BRD-A61304759:20	0.7314
DOSVAL006_A549_24H:BRD-A61304759:10	DOSVAL006_A549_24H:BRD-A61304759:5	0.8238
EMU001_BJAB_24H:G14	EMU001_BJAB_24H:G13	0.3395
DOSVAL002_HA1E_24H:BRD-A61304759:5	DOSVAL002_HA1E_24H:BRD-A61304759:20	0.796
DOSVAL003_HCC515_24H:BRD-A61304759:20	DOSVAL003_HCC515_24H:BRD-A61304759:5	0.7017
POL001_JURKAT_24H:K09	POL001_JURKAT_24H:K08	0.6476
POL001_JURKAT_24H:K09	POL001_JURKAT_24H:K07	0.4014
POL001_JURKAT_24H:K08	POL001_JURKAT_24H:K07	0.6245
EMU001_MINO_24H:G14	EMU001_MINO_24H:G13	0.7842
EMU001_OCILY19_24H:G13	EMU001_OCILY19_24H:G14	0.8668
EMU001_OCILY3_24H:G14	EMU001_OCILY3_24H:G13	0.8657
DOSVAL002_PC3_24H:BRD-A61304759:20	DOSVAL002_PC3_24H:BRD-A61304759:10	0.7614
DOSVAL002_PC3_24H:BRD-A61304759:20	DOSVAL002_PC3_24H:BRD-A61304759:5	0.7367
DOSVAL002_PC3_24H:BRD-A61304759:10	DOSVAL002_PC3_24H:BRD-A61304759:5	0.7973
TAA001_SKNSH_24H:K08	TAA001_SKNSH_24H:K07	0.8041
TAA001_SKNSH_24H:K08	TAA001_SKNSH_24H:K09	0.7745
TAA001_SKNSH_24H:K07	TAA001_SKNSH_24H:K09	0.6663
EMU001_TMD8_24H:G14	EMU001_TMD8_24H:G13	0.7409
PBIOA008_XC.R10_24H:J01	PBIOA008_XC.R10_24H:J02	0.8709
REP.A021_HA1E_24H:E01	REP.A021_HA1E_24H:E02	0.708
REP.A021_JURKAT_24H:E02	REP.A021_JURKAT_24H:E01	0.6486
REP.A017_HA1E_24H:N19	REP.A017_HA1E_24H:N20	0.5999
ISO002_HCT116.TP53.HR_24H:C13	ISO002_HCT116.TP53.HR_24H:C15	0.5496
ISO002_HCT116.TP53.HR_24H:C13	ISO002_HCT116.TP53.HR_24H:C14	0.7883
ISO002_HCT116.TP53.HR_24H:C15	ISO002_HCT116.TP53.HR_24H:C14	0.6713
ISO002_HCT116.TP53.M_24H:C15	ISO002_HCT116.TP53.M_24H:C13	0.5733
ISO002_MCF10A.BRCA1.HD_24H:C13	ISO002_MCF10A.BRCA1.HD_24H:C15	0.6752
ISO002_MCF10A.BRCA1.HD_24H:C13	ISO002_MCF10A.BRCA1.HD_24H:C14	0.7631
ISO002_MCF10A.BRCA1.HD_24H:C15	ISO002_MCF10A.BRCA1.HD_24H:C14	0.6451
ISO002_MCF10A.EGFR.HL_24H:C13	ISO002_MCF10A.EGFR.HL_24H:C15	0.7448
REP.A017_A375_24H:I01	REP.A017_A375_24H:I02	0.8886
REP.A017_A375_24H:I01	REP.A017_A375_24H:I03	0.4569
REP.A017_A375_24H:I02	REP.A017_A375_24H:I03	0.5228
REP.A017_HELA_24H:I03	REP.A017_HELA_24H:I02	0.3911
REP.A017_HELA_24H:I03	REP.A017_HELA_24H:I01	0.3176
REP.A017_HELA_24H:I02	REP.A017_HELA_24H:I01	0.7185
REP.A017_HT29_24H:I01	REP.A017_HT29_24H:I02	0.8521
REP.A017_PC3_24H:I01	REP.A017_PC3_24H:I03	0.5923
REP.A017_PC3_24H:I01	REP.A017_PC3_24H:I02	0.7395
REP.A017_PC3_24H:I03	REP.A017_PC3_24H:I02	0.6381
REP.A017_YAPC_24H:I03	REP.A017_YAPC_24H:I01	0.5044
MOAR003_A375_24H:A11	MOAR003_A375_24H:A12	0.7474
REP.A018_A375_24H:N08	REP.A018_A375_24H:N09	0.9281
REP.A018_MDAMB231_24H:P01	REP.A018_MDAMB231_24H:P03	0.2997
MOAR002_A375_24H:L06	MOAR002_A375_24H:L04	0.5659
MOAR002_A375_24H:L06	MOAR002_A375_24H:L05	0.5185
MOAR002_A375_24H:L04	MOAR002_A375_24H:L05	0.937
REP.A008_HELA_24H:A09	REP.A008_HELA_24H:A08	0.5112
POL001_HEPG2_24H:N02	POL001_HEPG2_24H:N03	0.3383
POL001_HEPG2_24H:N02	POL001_HEPG2_24H:N01	0.8633
POL001_HEPG2_24H:N03	POL001_HEPG2_24H:N01	0.1564
POL001_HT29_24H:N03	POL001_HT29_24H:N02	0.3053
HOG002_MCF7_24H:BRD-A68009927-003-02-9:3.33	HOG002_MCF7_24H:BRD-A68009927-003-02-9:1.11	0.4719
POL001_MCF7_24H:N03	POL001_MCF7_24H:N01	0.216
REP.A008_MCF7_24H:A08	REP.A008_MCF7_24H:A09	0.4157
MOAR002_PC3_24H:L05	MOAR002_PC3_24H:L06	0.2366
POL001_PC3_24H:N03	POL001_PC3_24H:N02	0.2244
POL001_PC3_24H:N03	POL001_PC3_24H:N01	0.0798
POL001_PC3_24H:N02	POL001_PC3_24H:N01	0.8199
REP.A008_YAPC_24H:A07	REP.A008_YAPC_24H:A09	0.0909
REP.A023_HELA_24H:D19	REP.A023_HELA_24H:D20	0.0105
REP.A023_PC3_24H:D19	REP.A023_PC3_24H:D20	0.0491
LJP008_NPC_24H:A15	LJP008_NPC_24H:A13	0.5718
PCLB001_HA1E_24H:BRD-A69592287-001-01-3:1.11	PCLB001_HA1E_24H:BRD-A69592287-001-01-3:3.33	0.8175
MUC.CP008_MCF7_24H:J13	MUC.CP008_MCF7_24H:J14	0.4267
MUC.CP008_MCF7_24H:J13	MUC.CP008_MCF7_24H:J15	0.2853
MUC.CP008_MCF7_24H:J14	MUC.CP008_MCF7_24H:J15	0.5055
REP.A016_HA1E_24H:N01	REP.A016_HA1E_24H:N03	0.2689
PCLB002_HA1E_24H:BRD-A70731303:1.11	PCLB002_HA1E_24H:BRD-A70731303:3.33	0.3307
PCLB002_HCC515_24H:BRD-A70731303:10	PCLB002_HCC515_24H:BRD-A70731303:3.33	0.1755
PCLB002_HCC515_24H:BRD-A70731303:10	PCLB002_HCC515_24H:BRD-A70731303:1.11	0.2262
PCLB002_HCC515_24H:BRD-A70731303:3.33	PCLB002_HCC515_24H:BRD-A70731303:1.11	0.2637
REP.A022_A375_24H:H07	REP.A022_A375_24H:H09	0.1572
ASG003_A549_24H:F17	ASG003_A549_24H:F16	0.3824
ASG003_MCF7_24H:F16	ASG003_MCF7_24H:F17	0.6003
ASG003_WA09.AST_24H:F17	ASG003_WA09.AST_24H:F16	0.1441
ASG003_XC.L10_24H:F16	ASG003_XC.L10_24H:F17	0.3046
ASG003_XC.P908_24H:F17	ASG003_XC.P908_24H:F16	0.3748
ASG003_XC.P935_24H:F16	ASG003_XC.P935_24H:F17	0.1193
PBIOA008_XC.L10_24H:E09	PBIOA008_XC.L10_24H:E08	0.49
PBIOA008_XC.L10_24H:E09	PBIOA008_XC.L10_24H:E07	0.3285
PBIOA008_XC.L10_24H:E08	PBIOA008_XC.L10_24H:E07	0.7845
PBIOA008_XC.R10_24H:E07	PBIOA008_XC.R10_24H:E08	0.3265
REP.A023_HA1E_24H:P02	REP.A023_HA1E_24H:P01	0.7647
REP.A023_HA1E_24H:P02	REP.A023_HA1E_24H:P03	0.2593
REP.A023_HA1E_24H:P01	REP.A023_HA1E_24H:P03	0.0746
REP.A023_HEK293_24H:P01	REP.A023_HEK293_24H:P03	0.4614
REP.A023_MCF10A_24H:P02	REP.A023_MCF10A_24H:P01	0.4582
REP.A023_MCF10A_24H:P02	REP.A023_MCF10A_24H:P03	0.6613
REP.A023_MCF10A_24H:P01	REP.A023_MCF10A_24H:P03	0.3308
REP.A023_PC3_24H:P01	REP.A023_PC3_24H:P03	0.3625
CRCGN010_HEPG2_24H:BRD-A73119586:21.1839	CRCGN010_HEPG2_24H:BRD-A73119586:10.5919	0.2786
MOAR005_PC3_24H:I09	MOAR005_PC3_24H:I07	0.1284
ISO002_HCT116.TP53.HR_24H:P01	ISO002_HCT116.TP53.HR_24H:P03	0.2075
ISO002_HCT116.WT_24H:P02	ISO002_HCT116.WT_24H:P01	0.0661
ISO002_MCF10A.EGFR.HL_24H:P02	ISO002_MCF10A.EGFR.HL_24H:P03	0.3201
DOSBIO001_A375_24H:BRD-A75409952:3.33333	DOSBIO001_A375_24H:BRD-A75409952:10	0.5939
DOSBIO001_A375_24H:BRD-A75409952:3.33333	DOSBIO001_A375_24H:BRD-A75409952:1.11111	0.3599
DOSBIO001_A375_24H:BRD-A75409952:10	DOSBIO001_A375_24H:BRD-A75409952:1.11111	0.3081
DOSBIO002_A375_24H:BRD-A75409952:10	DOSBIO002_A375_24H:BRD-A75409952:1.11111	0.2538
DOSVAL001_A375_24H:BRD-A75409952:10	DOSVAL001_A375_24H:BRD-A75409952:5	0.7051
PCLB002_A375_24H:BRD-A75409952:1.11	PCLB002_A375_24H:BRD-A75409952:10	0.5423
CRCGN005_A549_24H:BRD-A75409952:2.22	CRCGN005_A549_24H:BRD-A75409952:6.66667	0.7206
CRCGN006_A549_24H:BRD-A75409952:2.22	CRCGN006_A549_24H:BRD-A75409952:10	0.6428
CRCGN007_A549_24H:BRD-A75409952:6.66667	CRCGN007_A549_24H:BRD-A75409952:2.22	0.6302
CRCGN007_A549_24H:BRD-A75409952:6.66667	CRCGN007_A549_24H:BRD-A75409952:10	0.7918
CRCGN007_A549_24H:BRD-A75409952:2.22	CRCGN007_A549_24H:BRD-A75409952:10	0.7024
DOSBIO001_A549_24H:BRD-A75409952:10	DOSBIO001_A549_24H:BRD-A75409952:1.11111	0.2256
HOG001_A549_24H:BRD-A75409952-001-01-6:3.33	HOG001_A549_24H:BRD-A75409952-001-01-6:10	0.8114
HOG002_A549_24H:BRD-A75409952-001-01-6:10	HOG002_A549_24H:BRD-A75409952-001-01-6:3.33	0.6017
HOG003_A549_24H:BRD-A75409952-001-01-6:10	HOG003_A549_24H:BRD-A75409952-001-01-6:1.11	0.5901
PCLB003_A549_24H:BRD-A75409952-001-04-0:10	PCLB003_A549_24H:BRD-A75409952-001-01-6:3.33	0.47
PCLB003_A549_24H:BRD-A75409952-001-04-0:10	PCLB003_A549_24H:BRD-A75409952-001-01-6:10	0.6206
PCLB003_A549_24H:BRD-A75409952-001-01-6:3.33	PCLB003_A549_24H:BRD-A75409952-001-01-6:10	0.589
PCLB002_HCC515_24H:BRD-A75409952:10	PCLB002_HCC515_24H:BRD-A75409952:3.33	0.3664
ISO002_HCT116.TP53.HR_24H:C19	ISO002_HCT116.TP53.HR_24H:C20	0.4194
CRCGN005_HEPG2_24H:BRD-A75409952:10	CRCGN005_HEPG2_24H:BRD-A75409952:6.66667	0.8009
CRCGN006_HEPG2_24H:BRD-A75409952:6.66667	CRCGN006_HEPG2_24H:BRD-A75409952:10	0.8179
CRCGN007_HEPG2_24H:BRD-A75409952:10	CRCGN007_HEPG2_24H:BRD-A75409952:6.66667	0.8137
PCLB003_HT29_24H:BRD-A75409952-001-01-6:1.11	PCLB003_HT29_24H:BRD-A75409952-001-01-6:10	0.273
CRCGN015_MCF10A.WT.HP_24H:BRD-A75409952:3.33333	CRCGN015_MCF10A.WT.HP_24H:BRD-A75409952:1.11111	0.564
CRCGN015_MCF10A.WT.HP_24H:BRD-A75409952:3.33333	CRCGN015_MCF10A.WT.HP_24H:BRD-A75409952:10	0.759
CRCGN015_MCF10A.WT.HP_24H:BRD-A75409952:1.11111	CRCGN015_MCF10A.WT.HP_24H:BRD-A75409952:10	0.4647
DOSBIO001_MCF7_24H:BRD-A75409952:10	DOSBIO001_MCF7_24H:BRD-A75409952:3.33333	0.6324
HOG001_MCF7_24H:BRD-A75409952-001-01-6:10	HOG001_MCF7_24H:BRD-A75409952-001-05-7:10	0.1925
AICHI001_OCILY19_24H:O01	AICHI001_OCILY19_24H:O02	0.0742
DOSBIO001_PC3_24H:BRD-A75409952:10	DOSBIO001_PC3_24H:BRD-A75409952:3.33333	0.6773
DOSBIO002_PC3_24H:BRD-A75409952:10	DOSBIO002_PC3_24H:BRD-A75409952:3.33333	0.6718
PCLB003_PC3_24H:BRD-A75409952-001-04-0:10	PCLB003_PC3_24H:BRD-A75409952-001-01-6:10	0.6019
PCLB003_PC3_24H:BRD-A75409952-001-04-0:10	PCLB003_PC3_24H:BRD-A75409952-001-01-6:3.33	0.4808
PCLB003_PC3_24H:BRD-A75409952-001-01-6:10	PCLB003_PC3_24H:BRD-A75409952-001-01-6:3.33	0.5839
ISO002_HCT116.WT_24H:F01	ISO002_HCT116.WT_24H:F02	0.4068
ISO002_HCT116.WT_24H:F01	ISO002_HCT116.WT_24H:F03	0.3133
ISO002_HCT116.WT_24H:F02	ISO002_HCT116.WT_24H:F03	0.6011
PBIOA009_XC.L10_24H:D05	PBIOA009_XC.L10_24H:D04	0.7831
PBIOA009_XC.L10_24H:D05	PBIOA009_XC.L10_24H:D06	0.4787
PBIOA009_XC.L10_24H:D04	PBIOA009_XC.L10_24H:D06	0.2924
PBIOA009_XC.R10_24H:D04	PBIOA009_XC.R10_24H:D05	0.3169
REP.A016_A375_24H:M08	REP.A016_A375_24H:M07	0.4722
REP.A016_A375_24H:M08	REP.A016_A375_24H:M09	0.2719
REP.A016_A375_24H:M07	REP.A016_A375_24H:M09	-0.0092
REP.A016_HA1E_24H:M07	REP.A016_HA1E_24H:M08	0.6457
REP.A016_HA1E_24H:M07	REP.A016_HA1E_24H:M09	-0.0052
REP.A016_HA1E_24H:M08	REP.A016_HA1E_24H:M09	0.1738
REP.A016_HELA_24H:M09	REP.A016_HELA_24H:M08	0.1804
REP.A016_HELA_24H:M09	REP.A016_HELA_24H:M07	-0.3018
REP.A016_HELA_24H:M08	REP.A016_HELA_24H:M07	0.1062
EMU001_K562_24H:E08	EMU001_K562_24H:E07	0.2901
REP.A016_PC3_24H:M07	REP.A016_PC3_24H:M08	0.4176
PBIOA008_XC.L10_24H:C05	PBIOA008_XC.L10_24H:C06	0.5259
PBIOA008_XC.R10_24H:C05	PBIOA008_XC.R10_24H:C04	0.4806
DOSVAL001_A375_24H:BRD-A79768653:5	DOSVAL001_A375_24H:BRD-A79768653:10	0.3338
DOSVAL002_A375_24H:BRD-A79768653:5	DOSVAL002_A375_24H:BRD-A79768653:20	0.2004
DOSVAL006_A375_24H:BRD-A79768653:5	DOSVAL006_A375_24H:BRD-A79768653:10	0.4863
DOSVAL006_A375_24H:BRD-A79768653:5	DOSVAL006_A375_24H:BRD-A79768653:20	0.2935
DOSVAL006_A375_24H:BRD-A79768653:10	DOSVAL006_A375_24H:BRD-A79768653:20	0.3651
DOSVAL001_A549_24H:BRD-A79768653:10	DOSVAL001_A549_24H:BRD-A79768653:5	0.4462
DOSVAL005_A549_24H:BRD-A79768653:5	DOSVAL005_A549_24H:BRD-A79768653:20	0.3581
DOSVAL006_A549_24H:BRD-A79768653:5	DOSVAL006_A549_24H:BRD-A79768653:10	0.5082
DOSVAL006_A549_24H:BRD-A79768653:5	DOSVAL006_A549_24H:BRD-A79768653:20	0.5074
DOSVAL006_A549_24H:BRD-A79768653:10	DOSVAL006_A549_24H:BRD-A79768653:20	0.4987
DOSVAL001_HA1E_24H:BRD-A79768653:5	DOSVAL001_HA1E_24H:BRD-A79768653:10	0.4554
DOSVAL004_HA1E_24H:BRD-A79768653:5	DOSVAL004_HA1E_24H:BRD-A79768653:20	0.244
DOSVAL001_HEPG2_24H:BRD-A79768653:10	DOSVAL001_HEPG2_24H:BRD-A79768653:5	0.3648
DOSVAL002_HEPG2_24H:BRD-A79768653:20	DOSVAL002_HEPG2_24H:BRD-A79768653:10	0.5657
DOSVAL003_HEPG2_24H:BRD-A79768653:20	DOSVAL003_HEPG2_24H:BRD-A79768653:10	0.5459
DOSVAL005_HEPG2_24H:BRD-A79768653:5	DOSVAL005_HEPG2_24H:BRD-A79768653:20	0.4064
DOSVAL005_HEPG2_24H:BRD-A79768653:5	DOSVAL005_HEPG2_24H:BRD-A79768653:10	0.5758
DOSVAL005_HEPG2_24H:BRD-A79768653:20	DOSVAL005_HEPG2_24H:BRD-A79768653:10	0.5731
DOSVAL006_HEPG2_24H:BRD-A79768653:5	DOSVAL006_HEPG2_24H:BRD-A79768653:10	0.5776
DOSVAL006_HEPG2_24H:BRD-A79768653:5	DOSVAL006_HEPG2_24H:BRD-A79768653:20	0.3373
DOSVAL006_HEPG2_24H:BRD-A79768653:10	DOSVAL006_HEPG2_24H:BRD-A79768653:20	0.5357
POL001_HEPG2_24H:G08	POL001_HEPG2_24H:G07	0.2231
KTOX002_HPTEC_24H:BRD-A79768653:31.6	KTOX002_HPTEC_24H:BRD-A79768653:10	0.0918
KTOX002_HPTEC_24H:BRD-A79768653:31.6	KTOX002_HPTEC_24H:BRD-A79768653:100	0.8804
KTOX002_HPTEC_24H:BRD-A79768653:10	KTOX002_HPTEC_24H:BRD-A79768653:100	0.1203
DOSVAL004_HT29_24H:BRD-A79768653:5	DOSVAL004_HT29_24H:BRD-A79768653:20	0.4237
